trade_id,security_isin,security_type,trade_amount,currency,counterparty,counterparty_risk_score,historical_fail_rate,market_volatility_index,settlement_delay_days,settlement_failed
8030,US432961751,Bond,2618213.45,GBP,BNP Paribas,0.419,0.03,20.54,2,1
8031,US394843802,Bond,3370047.59,GBP,HSBC,0.37,0.169,26.69,0,1
8032,US102568101,Derivative,378912.65,EUR,Citi,0.273,0.185,15.7,2,0
8033,US348331328,Equity,4078617.13,GBP,HSBC,0.041,0.134,34.25,2,1
8034,US964992949,Bond,3237928.92,USD,BNP Paribas,0.301,0.021,11.23,1,1
8035,US688500336,Equity,864246.48,GBP,HSBC,0.778,0.068,30.87,4,1
8036,US261424767,Equity,3157269.95,JPY,JPMorgan,0.439,0.193,21.75,2,1
8037,US392859310,Equity,2985077.73,JPY,Citi,0.291,0.027,27.35,0,0
8038,US894226630,Equity,333616.4,EUR,JPMorgan,0.305,0.111,27.77,1,0
8039,US903692626,Bond,1341991.67,JPY,Citi,0.554,0.071,31.32,2,1
8040,US865170645,Bond,1960798.7,JPY,Goldman Sachs,0.302,0.2,16.13,1,1
8041,US338583614,Bond,1231993.76,GBP,JPMorgan,0.631,0.057,25.94,1,0
8042,US363818936,Derivative,1223376.82,USD,JPMorgan,0.989,0.01,22.81,0,0
8043,US277644470,Bond,2869012.88,USD,Goldman Sachs,0.041,0.14,18.47,0,0
8044,US818955106,Derivative,2359586.5,GBP,Goldman Sachs,0.169,0.065,24.87,3,1
8045,US586502973,Derivative,3339787.99,JPY,Morgan Stanley,0.179,0.132,38.56,2,1
8046,US644889117,Derivative,4782471.36,GBP,HSBC,0.447,0.021,38.47,1,1
8047,US910234844,Bond,3306174.66,JPY,Goldman Sachs,0.041,0.105,18.36,3,0
8048,US640757525,Bond,2914658.7,JPY,Citi,0.478,0.075,36.53,0,0
8049,US767004115,Bond,4239321.86,JPY,Goldman Sachs,0.929,0.107,36.3,4,0
8050,US348531069,Derivative,3164044.82,USD,Goldman Sachs,0.012,0.171,17.49,1,0
8051,US444267176,Derivative,836150.74,EUR,JPMorgan,0.365,0.195,27.97,4,1
8052,US259091241,Equity,1580596.01,USD,JPMorgan,0.761,0.151,36.1,4,0
8053,US558705505,Derivative,3669467.81,JPY,BNP Paribas,0.154,0.153,25.45,1,0
8054,US486537408,Derivative,3694528.09,GBP,Goldman Sachs,0.078,0.106,21.09,3,1
8055,US973608734,Bond,4935173.66,GBP,HSBC,0.631,0.019,29.52,3,1
8056,US483638685,Equity,3138604.64,JPY,Morgan Stanley,0.01,0.133,15.17,1,0
8057,US358672751,Equity,4498730.49,EUR,JPMorgan,0.802,0.03,14.85,2,0
8058,US997214865,Equity,282355.75,USD,Citi,0.067,0.049,34.98,4,1
8059,US304656374,Bond,2835449.5,USD,BNP Paribas,0.524,0.142,11.26,3,0
8060,US306442768,Equity,4600041.64,JPY,Citi,0.74,0.131,34.11,1,1
8061,US377579045,Equity,1443348.73,JPY,Goldman Sachs,0.242,0.063,18.71,0,1
8062,US402371213,Bond,782834.25,EUR,Goldman Sachs,0.104,0.154,24.49,0,1
8063,US847399638,Equity,1759045.7,USD,Morgan Stanley,0.176,0.188,26.31,1,0
8064,US805606616,Derivative,3963258.47,EUR,HSBC,0.855,0.109,33.01,2,0
8065,US505079246,Derivative,432657.07,USD,Goldman Sachs,0.706,0.136,36.52,0,1
8066,US242427245,Derivative,3005689.91,EUR,HSBC,0.198,0.054,34.13,2,1
8067,US812138167,Derivative,686801.71,EUR,HSBC,0.716,0.194,27.17,1,0
8068,US626124309,Derivative,2183306.88,EUR,BNP Paribas,0.709,0.055,20.44,1,1
8069,US679419703,Derivative,4830225.24,GBP,Barclays,0.998,0.177,25.8,4,1
8070,US244344950,Derivative,983769.91,GBP,Barclays,0.392,0.186,10.9,1,0
8071,US631914642,Derivative,179742.58,GBP,Goldman Sachs,0.865,0.144,17.35,2,0
8072,US427629368,Derivative,2141744.66,USD,BNP Paribas,0.446,0.162,20.98,3,0
8073,US402948267,Bond,2892700.98,EUR,Barclays,0.898,0.092,19.59,0,1
8074,US189155041,Bond,1494613.5,JPY,HSBC,0.092,0.184,12.85,0,0
8075,US784744482,Derivative,2713422.34,JPY,Citi,0.175,0.149,11.52,4,0
8076,US146754929,Bond,4767475.71,USD,BNP Paribas,0.85,0.065,22.62,3,1
8077,US916596860,Bond,1565736.23,USD,BNP Paribas,0.819,0.007,12.24,2,0
8078,US283565184,Derivative,1554040.89,JPY,Goldman Sachs,0.305,0.108,18.59,2,0
8079,US406017075,Derivative,2419011.81,EUR,Citi,0.597,0.168,24.24,4,1
8080,US592428116,Bond,2581428.52,GBP,HSBC,0.383,0.172,16.3,1,0
8081,US291688156,Derivative,16815.97,USD,Citi,0.01,0.167,12.39,3,0
8082,US609643461,Derivative,3083216.9,USD,Barclays,0.026,0.043,22.96,0,0
8083,US434391204,Derivative,4986813.17,USD,Morgan Stanley,0.054,0.085,23.45,3,0
8084,US838203968,Derivative,1467120.17,JPY,Citi,0.594,0.123,37.47,4,0
8085,US982393266,Bond,3157742.13,GBP,Barclays,0.279,0.134,13.84,1,0
8086,US570923188,Equity,33062.06,EUR,HSBC,0.144,0.067,28.45,3,0
8087,US697009935,Bond,3025589.8,EUR,Morgan Stanley,0.941,0.139,19.59,1,1
8088,US825033451,Equity,2240870.86,JPY,HSBC,0.121,0.118,13.71,3,0
8089,US916349050,Equity,2656162.84,USD,BNP Paribas,0.674,0.113,21.79,0,0
8090,US546431292,Equity,2724085.79,JPY,Barclays,0.894,0.133,22.84,2,0
8091,US156817319,Bond,892995.32,JPY,Barclays,0.164,0.121,20.91,3,0
8092,US150596687,Bond,3852140.93,EUR,Goldman Sachs,0.215,0.033,32.97,2,1
8093,US596319451,Bond,2781793.41,GBP,BNP Paribas,0.574,0.175,35.18,2,1
8094,US183505216,Bond,1358270.35,EUR,HSBC,0.508,0.048,14.46,2,0
8095,US471175011,Bond,4687533.92,JPY,BNP Paribas,0.521,0.149,15.04,4,1
8096,US893690697,Equity,73740.81,JPY,JPMorgan,0.555,0.035,22.64,0,1
8097,US110589887,Bond,3632426.7,USD,Morgan Stanley,0.95,0.132,19.61,2,0
8098,US783767978,Equity,1912363.58,USD,Barclays,0.054,0.179,34.59,0,0
8099,US161766928,Bond,2617498.71,JPY,Citi,0.76,0.002,39.9,3,0
8100,US399036536,Bond,1464633.65,EUR,Citi,0.233,0.196,15.43,0,0
8101,US327552954,Derivative,1613048.36,USD,JPMorgan,0.374,0.006,32.88,1,1
8102,US693527318,Equity,85679.41,GBP,HSBC,0.089,0.002,28.22,2,0
8103,US955642027,Bond,3651926.99,GBP,Morgan Stanley,0.446,0.172,29.33,3,0
8104,US554949556,Bond,3556884.07,JPY,Goldman Sachs,0.804,0.142,17.93,2,0
8105,US246820422,Bond,3275247.42,GBP,Morgan Stanley,0.099,0.021,12.92,2,0
8106,US115927403,Derivative,4390973.9,GBP,Citi,0.276,0.187,26.3,3,0
8107,US267368526,Equity,4507325.23,USD,HSBC,0.373,0.134,28.41,3,1
8108,US651541921,Bond,2786657.15,USD,HSBC,0.104,0.022,38.89,4,1
8109,US645692461,Bond,3427269.23,EUR,Citi,0.762,0.172,30.26,4,0
8110,US969802988,Bond,64882.02,USD,Goldman Sachs,0.787,0.096,23.31,4,0
8111,US715557571,Derivative,4233251.86,EUR,Goldman Sachs,0.836,0.056,39.82,0,1
8112,US119485901,Bond,4083902.99,USD,Citi,0.584,0.165,21.2,1,0
8113,US291363661,Equity,111040.61,JPY,HSBC,0.507,0.148,14.88,1,0
8114,US939463951,Equity,2718697.83,EUR,HSBC,0.263,0.125,28.54,0,0
8115,US786678342,Equity,4534211.3,JPY,Barclays,0.655,0.18,17.99,4,1
8116,US496087903,Equity,915126.06,EUR,Barclays,0.445,0.172,37.67,1,1
8117,US921398162,Bond,1769698.16,GBP,Goldman Sachs,0.971,0.045,22.84,4,0
8118,US963010817,Derivative,1661957.86,EUR,BNP Paribas,0.968,0.176,14.49,3,0
8119,US819692809,Derivative,1786142.97,EUR,Barclays,0.905,0.075,14.25,0,0
8120,US934398641,Derivative,219011.29,EUR,HSBC,0.36,0.086,29.49,4,1
8121,US359022972,Bond,1402298.24,EUR,Goldman Sachs,0.368,0.194,20.98,0,0
8122,US946971984,Derivative,1481333,EUR,Morgan Stanley,0.853,0.152,20.91,2,1
8123,US114367204,Equity,4330701.52,GBP,Morgan Stanley,0.729,0.064,28.37,0,0
8124,US442829707,Bond,1767058.88,EUR,Morgan Stanley,0.704,0.13,16.65,0,1
8125,US299460677,Derivative,2241611.53,JPY,Goldman Sachs,0.28,0.108,14.36,4,0
8126,US764540309,Equity,1909882.92,EUR,Goldman Sachs,0.833,0.023,29.72,0,1
8127,US792366184,Equity,612160.51,EUR,Barclays,0.579,0.178,10.16,2,0
8128,US725065299,Bond,4951880.22,JPY,Barclays,0.447,0.164,37.22,3,1
8129,US801636736,Bond,4130867.7,USD,Barclays,0.865,0.156,15.49,1,1
8130,US769041077,Derivative,2709192.33,USD,JPMorgan,0.394,0.112,23.44,3,0
8131,US607761390,Derivative,2387058.83,GBP,Goldman Sachs,0.654,0.044,16.34,0,0
8132,US302058228,Derivative,3249781.08,EUR,BNP Paribas,0.466,0.177,16.55,2,1
8133,US750677305,Bond,1638891.43,EUR,Morgan Stanley,0.593,0.071,35.05,2,0
8134,US475579845,Derivative,260911.52,USD,HSBC,0.041,0.004,27.55,3,0
8135,US285235666,Derivative,2027540.9,EUR,HSBC,0.461,0.196,19.34,4,1
8136,US647020689,Equity,4920048.11,GBP,Morgan Stanley,0.556,0.172,17.53,1,0
8137,US802298156,Equity,919910.56,JPY,JPMorgan,0.493,0.125,16.39,0,0
8138,US898698592,Equity,2643249.41,EUR,JPMorgan,0.847,0.002,26.63,0,0
8139,US270988822,Derivative,52521.77,JPY,Morgan Stanley,0.311,0.046,31.92,3,1
8140,US962509590,Bond,618937.26,GBP,Goldman Sachs,0.884,0.09,17.61,2,1
8141,US203028121,Equity,2940086.59,USD,Morgan Stanley,0.403,0.126,19.97,2,0
8142,US983257734,Bond,1494095.51,GBP,Morgan Stanley,0.695,0.142,31.61,4,0
8143,US146894926,Derivative,4529365.59,GBP,BNP Paribas,0.087,0.158,32.12,1,0
8144,US974595371,Derivative,2036787.13,GBP,HSBC,0.2,0.111,16.22,0,1
8145,US539491353,Equity,1048087.65,GBP,JPMorgan,0.761,0.131,21.47,3,0
8146,US285113550,Bond,2732502.93,JPY,JPMorgan,0.012,0.162,36.1,4,1
8147,US957260579,Equity,3976918.44,GBP,HSBC,0.969,0.144,32.21,1,0
8148,US869206892,Derivative,106904.28,GBP,Barclays,0.191,0.191,14.87,0,0
8149,US542065462,Bond,2532545.39,GBP,JPMorgan,0.901,0.175,21.58,1,0
8150,US710820799,Equity,3869398.52,GBP,BNP Paribas,0.516,0.034,39.2,0,0
8151,US597456346,Derivative,526907.39,JPY,BNP Paribas,0.565,0.189,25.76,1,1
8152,US949457336,Equity,4514964.61,GBP,HSBC,0.084,0.041,31.58,1,0
8153,US984575300,Bond,1329941.88,USD,Morgan Stanley,0.365,0.198,12.76,3,1
8154,US706445372,Bond,861312,GBP,BNP Paribas,0.156,0.14,34.98,4,0
8155,US115842433,Bond,2950387.8,GBP,Barclays,0.526,0.126,28.14,2,1
8156,US158050102,Bond,883405.42,EUR,Morgan Stanley,0.551,0.065,15.27,1,1
8157,US439949433,Bond,3401710.59,EUR,Goldman Sachs,0.71,0.027,21.41,3,0
8158,US566787936,Equity,2455609.39,EUR,Goldman Sachs,0.878,0.025,12.49,2,0
8159,US134968399,Equity,558680.25,GBP,HSBC,0.468,0.173,33.31,4,1
8160,US616432677,Equity,4563325.77,USD,JPMorgan,0.233,0.086,32.35,4,1
8161,US665288566,Equity,3369295,USD,Barclays,0.334,0.112,24.71,1,0
8162,US208381517,Derivative,2734505.2,EUR,BNP Paribas,0.847,0.186,23.56,0,1
8163,US497675673,Derivative,1877959.67,EUR,Citi,0.146,0.051,23.9,4,1
8164,US177180450,Equity,682950.92,GBP,Goldman Sachs,0.627,0.153,11.12,3,0
8165,US648333646,Derivative,3540516.67,USD,BNP Paribas,0.013,0.094,21.05,1,0
8166,US652188482,Derivative,4070142.54,USD,HSBC,0.246,0.043,13.86,4,0
8167,US924702806,Bond,637836.06,EUR,Goldman Sachs,0.591,0.171,15.54,1,1
8168,US672361116,Equity,2477892.45,USD,Goldman Sachs,0.456,0.136,38.86,0,0
8169,US727155489,Derivative,2429382.47,EUR,Goldman Sachs,0.494,0.019,17.85,4,1
8170,US960206688,Derivative,1756059.42,EUR,JPMorgan,0.661,0.108,24.51,1,0
8171,US907729320,Equity,3948816.06,JPY,Barclays,0.235,0.17,36.63,3,1
8172,US233614248,Bond,506653.62,JPY,Goldman Sachs,0.281,0.013,22.4,4,0
8173,US820039574,Equity,1033045.93,GBP,BNP Paribas,0.684,0.083,25.86,0,1
8174,US690424578,Bond,17997.82,EUR,BNP Paribas,0.538,0.161,15.06,2,0
8175,US426163769,Derivative,1871197.09,GBP,HSBC,0.015,0.172,18.55,2,0
8176,US638732575,Bond,1462979.06,JPY,JPMorgan,0.67,0.155,25.18,1,0
8177,US944224798,Bond,4336299.98,USD,Barclays,0.62,0.061,20.95,4,1
8178,US350260049,Equity,3731593.12,JPY,Barclays,0.079,0.101,11.15,4,0
8179,US847637802,Derivative,431516.26,JPY,HSBC,0.748,0.148,22.02,0,1
8180,US396511366,Equity,3707370.02,JPY,Citi,0.522,0.031,34.45,2,0
8181,US402039656,Equity,3380247.1,USD,Morgan Stanley,0.205,0.119,13.48,3,0
8182,US464166144,Derivative,1415804.13,JPY,Goldman Sachs,0.559,0.144,10.56,2,1
8183,US365702972,Equity,87149.27,EUR,JPMorgan,0.595,0.17,13.56,4,1
8184,US373602829,Equity,584660.38,EUR,Barclays,0.92,0.022,30.61,3,1
8185,US836183475,Bond,1257206.01,JPY,Citi,0.742,0.066,33.84,3,1
8186,US682592223,Equity,4084945.61,GBP,Morgan Stanley,0.302,0.108,11.46,0,0
8187,US857238277,Derivative,2331911,GBP,Barclays,0.118,0.14,36.63,1,0
8188,US555085158,Equity,4592793.68,USD,Barclays,0.853,0.146,28.82,1,1
8189,US611822857,Bond,3947850.81,USD,Goldman Sachs,0.846,0.051,25.54,0,1
8190,US737831750,Equity,1442669.82,EUR,Morgan Stanley,0.175,0.003,17.61,4,0
8191,US421293401,Equity,4228357.16,EUR,Morgan Stanley,0.062,0.139,21.15,4,0
8192,US514322913,Equity,592456.95,JPY,HSBC,0.712,0.182,38.41,1,0
8193,US910934941,Bond,190226.43,GBP,JPMorgan,0.723,0.16,37.35,2,0
8194,US376526819,Derivative,3046605.22,EUR,Citi,0.177,0.124,28.76,0,0
8195,US323064980,Derivative,1715297.74,GBP,HSBC,0.668,0.196,27.37,2,1
8196,US667466109,Bond,1653834.18,USD,BNP Paribas,0.279,0.087,16.32,0,0
8197,US668089808,Bond,3439168.85,USD,JPMorgan,0.261,0.105,38.6,0,1
8198,US855903584,Equity,4252018.1,JPY,Citi,0.325,0.002,32.66,1,1
8199,US944769353,Derivative,1617655.77,JPY,HSBC,0.52,0.189,21.47,1,0
8200,US777597166,Bond,1631818.97,EUR,JPMorgan,0.804,0.117,34.47,2,1
8201,US314308521,Derivative,2673916.69,GBP,Citi,0.499,0.078,16.36,4,0
8202,US376576050,Equity,3269386.17,EUR,BNP Paribas,0.298,0.009,16.4,3,0
8203,US713300159,Bond,1022499.92,EUR,Goldman Sachs,0.884,0.072,33.73,2,0
8204,US885792715,Derivative,4564268.97,GBP,Citi,0.055,0.001,26.78,0,0
8205,US533557559,Derivative,3275538.45,EUR,BNP Paribas,0.797,0.065,26.68,3,1
8206,US471565263,Equity,3129557.44,JPY,JPMorgan,0.784,0.19,27.21,3,0
8207,US942156584,Bond,4521936.22,GBP,Morgan Stanley,0.254,0.031,13.77,3,0
8208,US212023583,Derivative,4537252.75,GBP,Barclays,0.198,0.109,20.49,3,0
8209,US583192334,Equity,686395.1,EUR,BNP Paribas,0.875,0.037,27.19,3,1
8210,US139989821,Derivative,733926.76,GBP,BNP Paribas,0.559,0.157,17.43,2,1
8211,US417817498,Equity,3812124.01,JPY,BNP Paribas,0.046,0.112,25.12,1,0
8212,US976549840,Derivative,4784830.93,JPY,Citi,0.891,0.04,26.71,1,1
8213,US929615935,Derivative,3335903.26,USD,HSBC,0.349,0.173,38.28,0,1
8214,US318780145,Equity,2062471.82,USD,Citi,0.342,0.157,17.37,4,1
8215,US873775489,Bond,3420530.97,USD,Morgan Stanley,0.643,0.19,23.18,2,0
8216,US650720126,Equity,1151769.77,USD,Goldman Sachs,0.661,0,39.45,3,1
8217,US571858467,Bond,4989851.84,EUR,JPMorgan,0.353,0.091,15.6,1,0
8218,US174274929,Derivative,2161115.24,USD,Goldman Sachs,0.143,0.2,33.4,0,0
8219,US674168262,Derivative,4659113.15,USD,HSBC,0.552,0.162,15.31,3,0
8220,US800540940,Equity,2159682.28,USD,Citi,0.625,0.166,35.5,0,1
8221,US499129870,Equity,4641417.51,USD,Citi,0.86,0.124,24.64,3,0
8222,US956182360,Bond,1685070.35,EUR,BNP Paribas,0.484,0.143,39.16,3,0
8223,US889716182,Bond,3805109.49,USD,BNP Paribas,0.646,0.161,15.1,1,0
8224,US797358779,Bond,4755500.04,GBP,Goldman Sachs,0.054,0.018,30.64,1,1
8225,US208871445,Equity,3233443.58,JPY,JPMorgan,0.895,0.139,30.86,3,1
8226,US410427135,Derivative,3391050.48,GBP,Citi,0.327,0.163,31.57,1,0
8227,US916245182,Equity,523402.36,EUR,Citi,0.632,0.008,13.03,2,1
8228,US425497817,Derivative,2376357.54,EUR,HSBC,0.916,0.059,18.66,3,0
8229,US383902944,Equity,4434909.48,EUR,Goldman Sachs,0.811,0.065,20.14,1,1
8230,US545192906,Equity,1212140.08,JPY,Barclays,0.638,0.171,19.73,0,1
8231,US339405129,Bond,3943931.44,USD,BNP Paribas,0.704,0.156,30.25,0,0
8232,US571642212,Derivative,3381792.33,EUR,Morgan Stanley,0.921,0.131,11.64,0,0
8233,US574138799,Equity,1122699.96,USD,Citi,0.812,0.161,31.9,4,1
8234,US473967988,Equity,1421128.11,EUR,JPMorgan,0.61,0.091,25.8,0,0
8235,US687582629,Derivative,2143528.89,JPY,Barclays,0.659,0.175,15.19,0,1
8236,US968225064,Equity,634394.79,GBP,Goldman Sachs,0.147,0.047,16.78,2,0
8237,US446091948,Derivative,4567722.77,GBP,HSBC,0.47,0.141,12.93,2,1
8238,US295379543,Bond,3699394.45,JPY,Goldman Sachs,0.301,0.048,23.77,4,1
8239,US732061351,Bond,1831170.86,USD,HSBC,0.432,0.008,27.85,2,1
8240,US989303405,Derivative,1505330.82,EUR,JPMorgan,0.662,0.057,27.43,1,0
8241,US306060663,Bond,3450998.56,GBP,HSBC,0.149,0.099,38.87,0,1
8242,US288863072,Derivative,2126862.4,JPY,BNP Paribas,0.017,0.169,18.88,1,0
8243,US485514128,Equity,1154389.49,USD,BNP Paribas,0.397,0.102,32.86,4,1
8244,US790743524,Equity,2156452.26,GBP,Barclays,0.322,0.036,31.69,1,1
8245,US524874808,Derivative,4357771.95,JPY,JPMorgan,0.42,0.199,11.84,1,0
8246,US125971841,Equity,352347.12,EUR,Citi,0.931,0.054,37.9,1,1
8247,US732526175,Bond,1848107.65,JPY,Barclays,0.707,0.197,37.94,2,0
8248,US629343805,Equity,4812073.72,USD,Morgan Stanley,0.327,0.187,21.89,0,0
8249,US367688919,Equity,84010.89,GBP,Morgan Stanley,0.179,0.108,22.53,1,0
8250,US347729800,Derivative,4454295.18,EUR,JPMorgan,0.618,0.018,34.59,3,1
8251,US498740291,Bond,1880420.16,USD,Morgan Stanley,0.658,0.139,24.85,0,0
8252,US856170064,Equity,955695.84,JPY,JPMorgan,0.484,0.169,33.98,0,0
8253,US578835984,Equity,84748.94,GBP,HSBC,0.213,0.089,11.08,3,1
8254,US794472820,Derivative,361908.78,GBP,Citi,0.029,0.048,17.51,4,0
8255,US402406449,Derivative,867498.39,USD,BNP Paribas,0.266,0.161,12.73,4,1
8256,US450315613,Bond,136792.1,EUR,Citi,0.457,0.109,23.63,0,0
8257,US983880103,Equity,1685890.84,USD,JPMorgan,0.788,0.04,35.62,2,1
8258,US300477332,Derivative,234016.64,GBP,Citi,0.854,0.19,27.09,4,0
8259,US932241553,Derivative,3464158.15,GBP,Morgan Stanley,0.413,0.19,25.61,4,0
8260,US677581750,Derivative,4096346.5,GBP,HSBC,0.796,0.073,20.98,1,0
8261,US239019164,Bond,4438444.98,EUR,Citi,0.993,0.013,11.91,1,0
8262,US331899287,Derivative,2750149.62,GBP,HSBC,0.717,0.126,32.99,4,0
8263,US447693641,Bond,4733082.61,GBP,Morgan Stanley,0.729,0.063,27.12,2,0
8264,US248430700,Bond,38170.8,USD,BNP Paribas,0.91,0.013,37.93,1,0
8265,US643802256,Equity,678751.43,GBP,BNP Paribas,0.338,0.178,22.96,2,1
8266,US939485713,Equity,1472898.24,JPY,Morgan Stanley,0.011,0.2,22.04,0,0
8267,US813949679,Bond,3947231.97,USD,HSBC,0.987,0.07,39.23,2,1
8268,US321032147,Equity,4428091.81,GBP,Goldman Sachs,0.49,0.149,14.23,1,0
8269,US815065444,Equity,3094490.91,USD,Citi,0.786,0.013,17.57,3,1
8270,US526803756,Derivative,1922349.36,USD,Citi,0.812,0.074,24.64,2,1
8271,US434312529,Equity,3332569.56,JPY,JPMorgan,0.398,0.022,25.71,4,0
8272,US964421392,Bond,912687.87,USD,JPMorgan,0.541,0.011,26.46,2,0
8273,US624339272,Equity,2294791.52,USD,HSBC,0.54,0.118,16.36,2,0
8274,US702311693,Derivative,2542645.05,EUR,Barclays,0.22,0.16,37.81,2,1
8275,US142192304,Bond,533307.39,GBP,Morgan Stanley,0.118,0.091,31.11,4,0
8276,US593519004,Equity,179024.57,EUR,BNP Paribas,0.544,0.105,17.75,2,0
8277,US481493982,Bond,3753026.43,GBP,BNP Paribas,0.12,0.054,18.83,3,1
8278,US116480387,Equity,2678184.73,USD,Goldman Sachs,0.346,0.147,36.41,4,1
8279,US967851601,Derivative,1667871.12,GBP,Morgan Stanley,0.186,0.072,21.41,3,0
8280,US108625146,Equity,2191770.87,USD,Citi,0.707,0.013,26.69,3,0
8281,US457031287,Bond,4788940.03,GBP,Barclays,0.872,0.033,13.61,3,0
8282,US518455415,Bond,1930719.72,USD,Morgan Stanley,0.578,0.026,17.55,4,1
8283,US439153454,Bond,526361.34,GBP,Barclays,0.41,0.087,22.5,1,0
8284,US662190442,Equity,2323374.88,GBP,Morgan Stanley,0.997,0.013,29.68,4,1
8285,US334126955,Equity,3243761.38,GBP,HSBC,0.021,0.161,18.41,2,0
8286,US313055752,Equity,70444.45,USD,Citi,0.304,0.182,38.52,3,0
8287,US375066060,Derivative,1668379.39,GBP,Citi,0.279,0.05,16.61,2,1
8288,US130334030,Derivative,1973636.96,USD,Morgan Stanley,0.356,0.097,33.37,3,0
8289,US626674166,Derivative,2323937.08,EUR,BNP Paribas,0.231,0.104,20.94,3,0
8290,US474131545,Bond,1515404.13,GBP,HSBC,0.264,0.197,35,2,0
8291,US826742963,Bond,3337942.07,JPY,BNP Paribas,0.258,0.013,37.69,0,0
8292,US846336984,Bond,4724099.03,JPY,Goldman Sachs,0.506,0.134,15.61,3,1
8293,US922125721,Bond,4570850.9,USD,Citi,0.391,0.069,24.74,0,0
8294,US495706521,Bond,3325323.14,JPY,HSBC,0.639,0.1,14.63,4,0
8295,US150470573,Equity,2539351.49,USD,JPMorgan,0.514,0.043,31.17,3,0
8296,US633609904,Bond,4130817.48,USD,Goldman Sachs,0.183,0.032,34.97,3,0
8297,US936884817,Equity,4181326.57,JPY,Morgan Stanley,0.81,0.049,21.68,4,1
8298,US440956639,Derivative,4149569.53,JPY,Goldman Sachs,0.472,0.014,21.9,2,1
8299,US917491074,Derivative,797651.23,EUR,JPMorgan,0.153,0.056,16.12,2,0
8300,US536582849,Derivative,136907.38,USD,Citi,0.167,0.138,19.2,0,1
8301,US818206944,Derivative,4916135.11,JPY,Citi,0.797,0.13,19.72,4,1
8302,US785255465,Derivative,4798674.44,EUR,BNP Paribas,0.703,0.111,14.67,3,0
8303,US330032146,Bond,2826248.52,EUR,Citi,0.507,0,19.3,0,1
8304,US396161552,Bond,4965387.95,USD,HSBC,0.306,0.025,37.22,2,1
8305,US311449835,Bond,3855029.75,GBP,BNP Paribas,0.461,0.169,19.76,3,1
8306,US152289440,Derivative,2591727.12,JPY,JPMorgan,0.636,0.054,18.23,2,0
8307,US876780363,Derivative,1952762.03,JPY,Goldman Sachs,0.879,0.182,21.54,0,0
8308,US365457840,Equity,2968387.42,JPY,Morgan Stanley,0.556,0.175,38.81,2,1
8309,US367112119,Bond,2583852.49,JPY,Morgan Stanley,0.277,0.031,32.94,2,0
8310,US494488638,Derivative,4969074.61,JPY,HSBC,0.043,0.18,16.05,4,1
8311,US888961130,Derivative,2457396.98,JPY,Goldman Sachs,0.175,0.126,32.58,0,1
8312,US298859824,Derivative,4181246.22,EUR,Citi,0.65,0.126,32.99,3,1
8313,US522933046,Equity,4069982.88,USD,BNP Paribas,0.16,0.171,38.5,2,1
8314,US456213401,Derivative,366317.3,EUR,Morgan Stanley,0.482,0.081,36.73,2,1
8315,US586428002,Equity,444163.77,JPY,Citi,0.699,0.147,12.86,1,0
8316,US288699955,Equity,3302452.47,USD,HSBC,0.308,0.134,23.64,0,0
8317,US277314659,Bond,1302948.95,JPY,Barclays,0.669,0.154,31.09,0,0
8318,US920305780,Derivative,3291059.9,USD,Barclays,0.581,0.132,39.2,3,1
8319,US535441269,Equity,731683.21,EUR,HSBC,0.439,0.016,12.55,4,0
8320,US629184518,Derivative,1991370.45,USD,Morgan Stanley,0.897,0.059,21.05,3,0
8321,US483198253,Bond,521326.63,EUR,Goldman Sachs,0.692,0.188,24.77,0,1
8322,US291535971,Bond,1417644.45,JPY,Goldman Sachs,0.361,0.045,22.4,2,1
8323,US336641167,Equity,450609.96,USD,Goldman Sachs,0.804,0.094,23.67,4,1
8324,US276386455,Bond,4853187.49,GBP,Citi,0.738,0.071,21.07,4,1
8325,US508192188,Bond,1981341.59,GBP,Barclays,0.792,0.017,39.12,0,0
8326,US722999357,Bond,4506931.95,EUR,Citi,0.641,0.036,34.1,0,1
8327,US941622656,Derivative,4856147.13,EUR,JPMorgan,0.379,0.057,32.1,3,1
8328,US320174896,Derivative,4548717.67,EUR,JPMorgan,0.349,0.093,22.32,1,0
8329,US185999128,Equity,2280248.73,EUR,Morgan Stanley,0.654,0.175,36.45,0,0
8330,US752303625,Equity,3896697.51,JPY,JPMorgan,0.131,0.103,12.8,0,0
8331,US368465269,Bond,776960.42,GBP,Goldman Sachs,0.82,0.13,14.3,3,0
8332,US846277327,Bond,483214.74,EUR,Morgan Stanley,0.37,0.085,38.62,0,0
8333,US690413967,Equity,4385738.32,USD,Barclays,0.63,0.174,27.01,3,1
8334,US960498361,Bond,165289.53,USD,BNP Paribas,0.499,0.133,14.78,0,0
8335,US458292679,Equity,4861913.48,JPY,Barclays,0.519,0.018,38.47,2,1
8336,US559486043,Derivative,3363948.06,EUR,HSBC,0.738,0.096,39.25,0,0
8337,US611978629,Bond,2103868.98,USD,JPMorgan,0.627,0.165,36.44,1,1
8338,US678721679,Bond,715462.88,EUR,HSBC,0.25,0.147,17.16,4,0
8339,US900666959,Bond,3618923.44,USD,JPMorgan,0.074,0.181,18.35,3,0
8340,US794512710,Derivative,2819927.65,JPY,Barclays,0.84,0.046,22.21,1,0
8341,US296262698,Derivative,3558523.77,USD,HSBC,0.885,0.195,27.38,3,0
